Num,Log_Date,FROM,TO,count
39279,1395/09/12,49,11,1
39280,1395/09/12,49,15,1
39281,1395/09/12,49,22,1
39282,1395/09/12,49,30,3
39283,1395/09/12,49,37,1
39284,1395/09/12,49,45,1
39285,1395/09/12,49,53,1
39286,1395/09/12,49,58,2
39287,1395/09/12,49,66,1
39288,1395/09/12,49,70,45
39289,1395/09/12,49,75,4
39290,1395/09/12,49,76,2
39291,1395/09/12,53,70,16
39292,1395/09/12,56,70,7
39293,1395/09/12,58,15,2
39294,1395/09/12,58,49,1
39295,1395/09/12,58,70,5
39296,1395/09/12,61,70,1
39297,1395/09/12,63,15,2
39298,1395/09/12,63,66,1
39299,1395/09/12,65,70,3
39300,1395/09/12,66,3,2
39301,1395/09/12,66,10,2
39302,1395/09/12,66,15,7
39303,1395/09/12,66,16,1
39304,1395/09/12,66,30,1
39305,1395/09/12,66,37,3
39306,1395/09/12,66,46,2
39307,1395/09/12,66,49,2
39308,1395/09/12,66,67,2
39309,1395/09/12,66,70,43
39310,1395/09/12,67,15,1
39311,1395/09/12,67,49,6
39312,1395/09/12,67,70,44
39313,1395/09/12,70,3,7
39314,1395/09/12,70,5,1
39315,1395/09/12,70,6,3
39316,1395/09/12,70,8,5
39317,1395/09/12,70,10,72
39318,1395/09/12,70,11,11
39319,1395/09/12,70,15,32
39320,1395/09/12,70,16,11
39321,1395/09/12,70,19,4
39322,1395/09/12,70,20,5
39323,1395/09/12,70,22,11
39324,1395/09/12,70,24,1
39325,1395/09/12,70,30,9
39326,1395/09/12,70,32,5
39327,1395/09/12,70,37,11
39328,1395/09/12,70,42,1
39329,1395/09/12,70,45,13
39330,1395/09/12,70,49,54
39331,1395/09/12,70,53,23
39332,1395/09/12,70,56,4
39333,1395/09/12,70,58,5
39334,1395/09/12,70,59,1
39335,1395/09/12,70,61,2
39336,1395/09/12,70,62,2
39337,1395/09/12,70,63,2
39338,1395/09/12,70,65,3
39339,1395/09/12,70,66,43
39340,1395/09/12,70,67,52
39341,1395/09/12,70,72,2
39342,1395/09/12,70,74,2
39343,1395/09/12,70,75,18
39344,1395/09/12,70,76,3
39345,1395/09/12,72,49,4
39346,1395/09/12,72,70,1
39347,1395/09/12,74,70,1
39348,1395/09/12,75,49,3
39349,1395/09/12,75,70,14
39350,1395/09/12,75,76,3
39351,1395/09/12,76,49,2
39352,1395/09/12,76,70,2
39353,1395/09/12,76,75,2
39354,1395/09/12,1,56,1
39355,1395/09/12,10,70,6
39356,1395/09/12,11,70,1
39357,1395/09/12,15,30,1
39358,1395/09/12,15,45,1
39359,1395/09/12,15,58,1
39360,1395/09/12,15,70,2
39361,1395/09/12,22,70,1
39362,1395/09/12,30,70,1
39363,1395/09/12,37,49,1
39364,1395/09/12,37,70,2
39365,1395/09/12,42,70,1
39366,1395/09/12,45,70,1
39367,1395/09/12,49,70,7
39368,1395/09/12,6,70,1
39369,1395/09/12,66,15,2
39370,1395/09/12,66,30,1
39371,1395/09/12,66,70,5
39372,1395/09/12,67,70,6
39373,1395/09/12,70,11,1
39374,1395/09/12,70,15,2
39375,1395/09/12,70,16,1
39376,1395/09/12,70,37,1
39377,1395/09/12,70,45,2
39378,1395/09/12,70,49,1
39379,1395/09/12,70,56,1
39380,1395/09/12,70,66,5
39381,1395/09/12,70,67,5
39382,1395/09/13,3,10,4
39383,1395/09/13,3,30,2
39384,1395/09/13,3,49,3
39385,1395/09/13,3,66,4
39386,1395/09/13,3,70,15
39387,1395/09/13,5,70,2
39388,1395/09/13,6,70,16
39389,1395/09/13,8,70,4
39390,1395/09/13,10,11,2
39391,1395/09/13,10,15,6
39392,1395/09/13,10,30,15
39393,1395/09/13,10,49,6
39394,1395/09/13,10,58,1
39395,1395/09/13,10,63,2
39396,1395/09/13,10,66,6
39397,1395/09/13,10,70,119
39398,1395/09/13,11,10,1
39399,1395/09/13,11,15,1
39400,1395/09/13,11,49,3
39401,1395/09/13,11,70,26
39402,1395/09/13,14,70,1
39403,1395/09/13,15,10,2
39404,1395/09/13,15,11,2
39405,1395/09/13,15,49,4
39406,1395/09/13,15,58,2
39407,1395/09/13,15,63,1
39408,1395/09/13,15,66,8
39409,1395/09/13,15,67,2
39410,1395/09/13,15,70,44
39411,1395/09/13,15,76,1
39412,1395/09/13,16,70,11
39413,1395/09/13,19,70,1
39414,1395/09/13,20,70,12
39415,1395/09/13,22,49,4
39416,1395/09/13,22,70,15
39417,1395/09/13,23,70,1
39418,1395/09/13,24,30,1
39419,1395/09/13,24,45,1
39420,1395/09/13,24,70,13
39421,1395/09/13,30,3,2
39422,1395/09/13,30,10,14
39423,1395/09/13,30,15,1
39424,1395/09/13,30,16,1
39425,1395/09/13,30,49,4
39426,1395/09/13,30,66,3
39427,1395/09/13,30,70,32
39428,1395/09/13,32,70,4
39429,1395/09/13,36,70,1
39430,1395/09/13,37,42,2
39431,1395/09/13,37,49,3
39432,1395/09/13,37,66,2
39433,1395/09/13,37,70,24
39434,1395/09/13,39,70,1
39435,1395/09/13,42,10,1
39436,1395/09/13,42,30,3
39437,1395/09/13,42,37,1
39438,1395/09/13,42,63,1
39439,1395/09/13,42,66,2
39440,1395/09/13,42,70,2
39441,1395/09/13,45,66,3
39442,1395/09/13,45,70,25
39443,1395/09/13,47,70,3
39444,1395/09/13,49,6,3
39445,1395/09/13,49,10,6
39446,1395/09/13,49,11,7
39447,1395/09/13,49,22,6
39448,1395/09/13,49,30,2
39449,1395/09/13,49,37,4
39450,1395/09/13,49,42,1
39451,1395/09/13,49,45,2
39452,1395/09/13,49,63,1
39453,1395/09/13,49,67,1
39454,1395/09/13,49,70,83
39455,1395/09/13,49,75,10
39456,1395/09/13,49,76,2
39457,1395/09/13,53,70,47
39458,1395/09/13,56,1,1
39459,1395/09/13,56,30,2
39460,1395/09/13,56,70,21
39461,1395/09/13,58,15,5
39462,1395/09/13,58,49,3
39463,1395/09/13,58,70,3
39464,1395/09/13,61,70,3
39465,1395/09/13,62,70,3
39466,1395/09/13,63,10,1
39467,1395/09/13,63,15,5
39468,1395/09/13,63,49,1
39469,1395/09/13,63,66,1
39470,1395/09/13,63,70,1
39471,1395/09/13,65,70,11
39472,1395/09/13,66,3,2
39473,1395/09/13,66,10,6
39474,1395/09/13,66,15,6
39475,1395/09/13,66,24,3
39476,1395/09/13,66,42,2
39477,1395/09/13,66,45,1
39478,1395/09/13,66,49,5
39479,1395/09/13,66,63,2
39480,1395/09/13,66,67,5
39481,1395/09/13,66,70,105
39482,1395/09/13,67,15,2
39483,1395/09/13,67,49,6
39484,1395/09/13,67,66,8
39485,1395/09/13,67,70,89
39486,1395/09/13,68,70,1
39487,1395/09/13,70,3,25
39488,1395/09/13,70,6,18
39489,1395/09/13,70,8,1
39490,1395/09/13,70,10,118
39491,1395/09/13,70,11,32
39492,1395/09/13,70,13,1
39493,1395/09/13,70,14,3
39494,1395/09/13,70,15,65
39495,1395/09/13,70,16,16
39496,1395/09/13,70,17,1
39497,1395/09/13,70,19,1
39498,1395/09/13,70,20,24
39499,1395/09/13,70,22,18
39500,1395/09/13,70,23,1
39501,1395/09/13,70,24,10
39502,1395/09/13,70,30,31
39503,1395/09/13,70,32,11
39504,1395/09/13,70,36,1
39505,1395/09/13,70,37,24
39506,1395/09/13,70,39,4
39507,1395/09/13,70,42,6
39508,1395/09/13,70,45,26
39509,1395/09/13,70,47,1
39510,1395/09/13,70,49,85
39511,1395/09/13,70,53,32
39512,1395/09/13,70,56,22
39513,1395/09/13,70,58,8
39514,1395/09/13,70,61,4
39515,1395/09/13,70,62,6
39516,1395/09/13,70,63,2
39517,1395/09/13,70,65,9
39518,1395/09/13,70,66,123
39519,1395/09/13,70,67,97
39520,1395/09/13,70,72,3
39521,1395/09/13,70,74,1
39522,1395/09/13,70,75,31
39523,1395/09/13,70,76,4
39524,1395/09/13,72,70,6
39525,1395/09/13,74,70,1
39526,1395/09/13,75,30,1
39527,1395/09/13,75,49,7
39528,1395/09/13,75,66,2
39529,1395/09/13,75,70,31
39530,1395/09/13,76,49,1
39531,1395/09/13,76,70,6
39532,1395/09/13,76,75,1
39533,1395/09/13,10,15,1
39534,1395/09/13,10,70,5
39535,1395/09/13,11,70,1
39536,1395/09/13,15,66,2
39537,1395/09/13,15,70,2
39538,1395/09/13,22,70,1
39539,1395/09/13,3,70,1
39540,1395/09/13,32,70,1
39541,1395/09/13,37,49,1
39542,1395/09/13,37,70,1
39543,1395/09/13,49,70,2
39544,1395/09/13,49,72,1
39545,1395/09/13,49,75,1
39546,1395/09/13,53,70,2
39547,1395/09/13,63,15,1
39548,1395/09/13,66,15,1
39549,1395/09/13,66,70,5
39550,1395/09/13,70,10,3
39551,1395/09/13,70,11,1
39552,1395/09/13,70,15,3
39553,1395/09/13,70,16,1
39554,1395/09/13,70,30,1
39555,1395/09/13,70,49,5
39556,1395/09/13,70,53,1
39557,1395/09/13,70,56,2
39558,1395/09/13,70,6,1
39559,1395/09/13,70,66,6
39560,1395/09/13,70,67,3
39561,1395/09/13,72,70,1
39562,1395/09/13,75,49,1
39563,1395/09/13,76,49,1
39564,1395/09/14,3,10,4
39565,1395/09/14,3,30,1
39566,1395/09/14,3,49,5
39567,1395/09/14,3,66,2
39568,1395/09/14,3,70,8
39569,1395/09/14,5,70,4
39570,1395/09/14,6,70,6
39571,1395/09/14,8,70,3
39572,1395/09/14,10,11,3
39573,1395/09/14,10,15,2
39574,1395/09/14,10,30,9
39575,1395/09/14,10,42,6
39576,1395/09/14,10,49,4
39577,1395/09/14,10,58,1
39578,1395/09/14,10,63,1
39579,1395/09/14,10,66,2
39580,1395/09/14,10,67,1
39581,1395/09/14,10,70,125
39582,1395/09/14,11,10,3
39583,1395/09/14,11,42,1
39584,1395/09/14,11,49,5
39585,1395/09/14,11,70,39
39586,1395/09/14,13,70,1
39587,1395/09/14,14,70,1
39588,1395/09/14,15,3,1
39589,1395/09/14,15,10,5
39590,1395/09/14,15,11,1
39591,1395/09/14,15,49,8
39592,1395/09/14,15,58,2
39593,1395/09/14,15,63,2
39594,1395/09/14,15,66,5
39595,1395/09/14,15,67,6
39596,1395/09/14,15,70,39
39597,1395/09/14,16,30,2
39598,1395/09/14,16,70,18
39599,1395/09/14,19,70,3
39600,1395/09/14,20,70,18
39601,1395/09/14,22,49,4
39602,1395/09/14,22,70,16
39603,1395/09/14,22,75,2
39604,1395/09/14,24,66,4
39605,1395/09/14,24,70,16
39606,1395/09/14,30,10,8
39607,1395/09/14,30,15,1
39608,1395/09/14,30,24,5
39609,1395/09/14,30,37,3
39610,1395/09/14,30,49,1
39611,1395/09/14,30,66,2
39612,1395/09/14,30,67,1
39613,1395/09/14,30,70,22
39614,1395/09/14,32,70,6
39615,1395/09/14,36,70,1
39616,1395/09/14,37,42,1
39617,1395/09/14,37,70,20
39618,1395/09/14,39,70,4
39619,1395/09/14,42,10,3
39620,1395/09/14,42,37,4
39621,1395/09/14,42,45,2
39622,1395/09/14,42,49,4
39623,1395/09/14,42,66,1
39624,1395/09/14,42,67,1
39625,1395/09/14,42,70,12
39626,1395/09/14,45,42,3
39627,1395/09/14,45,66,1
39628,1395/09/14,45,70,21
39629,1395/09/14,47,70,3
39630,1395/09/14,49,10,1
39631,1395/09/14,49,11,3
39632,1395/09/14,49,15,6
39633,1395/09/14,49,30,7
39634,1395/09/14,49,37,2
39635,1395/09/14,49,42,3
39636,1395/09/14,49,58,2
39637,1395/09/14,49,66,2
39638,1395/09/14,49,67,5
39639,1395/09/14,49,70,105
39640,1395/09/14,49,75,4
39641,1395/09/14,53,70,43
39642,1395/09/14,56,1,1
39643,1395/09/14,56,70,24
39644,1395/09/14,58,10,4
39645,1395/09/14,58,15,2
39646,1395/09/14,58,70,8
39647,1395/09/14,61,70,7
39648,1395/09/14,62,70,3
39649,1395/09/14,63,10,1
39650,1395/09/14,63,15,4
39651,1395/09/14,63,49,2
39652,1395/09/14,63,66,1
39653,1395/09/14,65,70,4
39654,1395/09/14,66,3,3
39655,1395/09/14,66,10,3
39656,1395/09/14,66,15,5
39657,1395/09/14,66,30,1
39658,1395/09/14,66,37,1
39659,1395/09/14,66,42,7
39660,1395/09/14,66,49,2
39661,1395/09/14,66,58,1
39662,1395/09/14,66,67,3
39663,1395/09/14,66,70,84
39664,1395/09/14,67,10,1
39665,1395/09/14,67,15,3
39666,1395/09/14,67,49,4
39667,1395/09/14,67,66,1
39668,1395/09/14,67,70,99
39669,1395/09/14,70,3,12
39670,1395/09/14,70,6,12
39671,1395/09/14,70,8,4
39672,1395/09/14,70,10,109
39673,1395/09/14,70,11,34
39674,1395/09/14,70,14,3
39675,1395/09/14,70,15,60
39676,1395/09/14,70,16,8
39677,1395/09/14,70,20,12
39678,1395/09/14,70,22,24
39679,1395/09/14,70,23,1
39680,1395/09/14,70,24,23
39681,1395/09/14,70,30,21
39682,1395/09/14,70,32,10
39683,1395/09/14,70,37,22
39684,1395/09/14,70,39,9
39685,1395/09/14,70,42,7
39686,1395/09/14,70,45,20
39687,1395/09/14,70,47,1
39688,1395/09/14,70,49,84
39689,1395/09/14,70,53,32
39690,1395/09/14,70,56,13
39691,1395/09/14,70,58,4
39692,1395/09/14,70,61,4
39693,1395/09/14,70,62,7
39694,1395/09/14,70,63,5
39695,1395/09/14,70,65,4
39696,1395/09/14,70,66,91
39697,1395/09/14,70,67,102
39698,1395/09/14,70,74,2
39699,1395/09/14,70,75,23
39700,1395/09/14,70,76,7
39701,1395/09/14,72,70,3
39702,1395/09/14,74,70,3
39703,1395/09/14,75,49,3
39704,1395/09/14,75,66,2
39705,1395/09/14,75,70,11
39706,1395/09/14,76,15,3
39707,1395/09/14,76,70,3
39708,1395/09/14,76,75,2
39709,1395/09/14,10,70,5
39710,1395/09/14,20,70,1
39711,1395/09/14,3,49,3
39712,1395/09/14,3,66,3
39713,1395/09/14,3,70,1
39714,1395/09/14,37,70,1
39715,1395/09/14,39,70,1
39716,1395/09/14,45,70,3
39717,1395/09/14,49,3,3
39718,1395/09/14,49,70,1
39719,1395/09/14,53,70,1
39720,1395/09/14,66,10,1
39721,1395/09/14,66,70,4
39722,1395/09/14,67,70,6
39723,1395/09/14,70,10,6
39724,1395/09/14,70,15,1
39725,1395/09/14,70,3,1
39726,1395/09/14,70,30,1
39727,1395/09/14,70,32,2
39728,1395/09/14,70,45,6
39729,1395/09/14,70,47,1
39730,1395/09/14,70,67,4
39731,1395/09/14,72,70,1
39732,1395/09/14,75,49,2
39733,1395/09/14,75,70,3
39734,1395/09/15,3,10,2
39735,1395/09/15,3,30,3
39736,1395/09/15,3,49,2
39737,1395/09/15,3,66,1
39738,1395/09/15,3,70,14
39739,1395/09/15,5,49,1
39740,1395/09/15,5,70,4
39741,1395/09/15,6,70,10
39742,1395/09/15,8,70,3
39743,1395/09/15,10,11,2
39744,1395/09/15,10,15,1
39745,1395/09/15,10,30,9
39746,1395/09/15,10,49,3
39747,1395/09/15,10,66,9
39748,1395/09/15,10,67,1
39749,1395/09/15,10,70,132
39750,1395/09/15,11,10,4
39751,1395/09/15,11,15,2
39752,1395/09/15,11,70,31
39753,1395/09/15,15,10,4
39754,1395/09/15,15,11,1
39755,1395/09/15,15,42,6
39756,1395/09/15,15,49,1
39757,1395/09/15,15,58,1
39758,1395/09/15,15,63,1
39759,1395/09/15,15,66,3
39760,1395/09/15,15,67,1
39761,1395/09/15,15,70,53
39762,1395/09/15,16,70,14
39763,1395/09/15,20,70,16
39764,1395/09/15,22,49,1
39765,1395/09/15,22,70,22
39766,1395/09/15,22,75,1
39767,1395/09/15,24,45,1
39768,1395/09/15,24,66,1
39769,1395/09/15,24,70,9
39770,1395/09/15,30,3,1
39771,1395/09/15,30,10,8
39772,1395/09/15,30,16,1
39773,1395/09/15,30,37,3
39774,1395/09/15,30,49,2
39775,1395/09/15,30,70,13
39776,1395/09/15,32,70,13
39777,1395/09/15,37,49,4
39778,1395/09/15,37,70,12
39779,1395/09/15,37,75,1
39780,1395/09/15,42,10,3
39781,1395/09/15,42,15,1
39782,1395/09/15,42,30,1
39783,1395/09/15,42,70,9
39784,1395/09/15,45,66,6
39785,1395/09/15,45,70,22
39786,1395/09/15,47,70,1
39787,1395/09/15,49,5,1
39788,1395/09/15,49,10,4
39789,1395/09/15,49,11,4
39790,1395/09/15,49,15,4
39791,1395/09/15,49,22,1
39792,1395/09/15,49,30,1
39793,1395/09/15,49,37,1
39794,1395/09/15,49,58,1
39795,1395/09/15,49,66,3
39796,1395/09/15,49,67,4
39797,1395/09/15,49,70,66
39798,1395/09/15,49,75,10
39799,1395/09/15,49,76,2
39800,1395/09/15,53,70,20
39801,1395/09/15,56,70,24
39802,1395/09/15,58,15,3
39803,1395/09/15,58,66,3
39804,1395/09/15,58,70,5
39805,1395/09/15,59,70,1
39806,1395/09/15,60,70,1
39807,1395/09/15,63,10,2
39808,1395/09/15,63,15,2
39809,1395/09/15,63,49,1
39810,1395/09/15,65,70,1
39811,1395/09/15,66,3,3
39812,1395/09/15,66,10,10
39813,1395/09/15,66,15,3
39814,1395/09/15,66,24,1
39815,1395/09/15,66,42,5
39816,1395/09/15,66,49,4
39817,1395/09/15,66,58,2
39818,1395/09/15,66,63,1
39819,1395/09/15,66,67,1
39820,1395/09/15,66,70,84
39821,1395/09/15,66,75,1
39822,1395/09/15,67,10,1
39823,1395/09/15,67,15,1
39824,1395/09/15,67,30,1
39825,1395/09/15,67,49,5
39826,1395/09/15,67,66,3
39827,1395/09/15,67,70,95
39828,1395/09/15,70,3,17
39829,1395/09/15,70,5,4
39830,1395/09/15,70,6,12
39831,1395/09/15,70,8,4
39832,1395/09/15,70,10,119
39833,1395/09/15,70,11,29
39834,1395/09/15,70,14,3
39835,1395/09/15,70,15,44
39836,1395/09/15,70,16,9
39837,1395/09/15,70,19,1
39838,1395/09/15,70,20,14
39839,1395/09/15,70,22,18
39840,1395/09/15,70,24,9
39841,1395/09/15,70,30,12
39842,1395/09/15,70,32,13
39843,1395/09/15,70,37,16
39844,1395/09/15,70,39,2
39845,1395/09/15,70,42,5
39846,1395/09/15,70,45,20
39847,1395/09/15,70,47,3
39848,1395/09/15,70,49,57
39849,1395/09/15,70,53,20
39850,1395/09/15,70,56,16
39851,1395/09/15,70,58,11
39852,1395/09/15,70,59,1
39853,1395/09/15,70,61,1
39854,1395/09/15,70,62,4
39855,1395/09/15,70,63,2
39856,1395/09/15,70,65,1
39857,1395/09/15,70,66,93
39858,1395/09/15,70,67,94
39859,1395/09/15,70,68,1
39860,1395/09/15,70,72,2
39861,1395/09/15,70,74,6
39862,1395/09/15,70,75,31
39863,1395/09/15,70,76,7
39864,1395/09/15,72,70,2
39865,1395/09/15,74,70,1
39866,1395/09/15,75,22,1
39867,1395/09/15,75,49,12
39868,1395/09/15,75,70,20
39869,1395/09/15,76,15,1
39870,1395/09/15,76,49,1
39871,1395/09/15,76,70,10
39872,1395/09/15,76,75,1
39873,1395/09/15,10,30,1
39874,1395/09/15,10,58,1
39875,1395/09/15,10,66,1
39876,1395/09/15,10,67,2
39877,1395/09/15,10,70,4
39878,1395/09/15,15,70,4
39879,1395/09/15,20,70,1
39880,1395/09/15,22,70,2
39881,1395/09/15,32,70,1
39882,1395/09/15,39,70,2
39883,1395/09/15,45,66,1
39884,1395/09/15,45,70,1
39885,1395/09/15,49,15,1
39886,1395/09/15,53,70,2
39887,1395/09/15,66,3,1
39888,1395/09/15,66,70,6
39889,1395/09/15,67,10,2
39890,1395/09/15,67,70,3
39891,1395/09/15,70,10,5
39892,1395/09/15,70,11,2
39893,1395/09/15,70,15,9
39894,1395/09/15,70,20,2
39895,1395/09/15,70,22,1
39896,1395/09/15,70,32,1
39897,1395/09/15,70,45,2
39898,1395/09/15,70,49,1
39899,1395/09/15,70,53,2
39900,1395/09/15,70,66,5
39901,1395/09/15,70,67,5
39902,1395/09/15,70,75,2
39903,1395/09/15,75,49,1
39904,1395/09/15,75,70,2
39905,1395/09/16,1,56,1
39906,1395/09/16,3,15,3
39907,1395/09/16,3,30,4
39908,1395/09/16,3,49,1
39909,1395/09/16,3,66,4
39910,1395/09/16,3,70,14
39911,1395/09/16,5,70,1
39912,1395/09/16,6,70,15
39913,1395/09/16,8,70,2
39914,1395/09/16,10,11,1
39915,1395/09/16,10,15,4
39916,1395/09/16,10,30,13
39917,1395/09/16,10,42,3
39918,1395/09/16,10,49,5
39919,1395/09/16,10,58,1
39920,1395/09/16,10,63,1
39921,1395/09/16,10,66,14
39922,1395/09/16,10,70,106
39923,1395/09/16,11,10,1
39924,1395/09/16,11,15,1
39925,1395/09/16,11,49,4
39926,1395/09/16,11,70,24
39927,1395/09/16,13,66,1
39928,1395/09/16,14,70,1
39929,1395/09/16,15,10,5
39930,1395/09/16,15,11,2
39931,1395/09/16,15,42,5
39932,1395/09/16,15,45,1
39933,1395/09/16,15,58,2
39934,1395/09/16,15,63,2
39935,1395/09/16,15,66,3
39936,1395/09/16,15,70,55
39937,1395/09/16,15,76,2
39938,1395/09/16,16,49,1
39939,1395/09/16,16,70,15
39940,1395/09/16,19,70,1
39941,1395/09/16,20,70,14
39942,1395/09/16,22,49,3
39943,1395/09/16,22,70,14
39944,1395/09/16,22,75,1
39945,1395/09/16,23,70,3
39946,1395/09/16,24,30,1
39947,1395/09/16,24,45,1
39948,1395/09/16,24,66,2
39949,1395/09/16,24,70,4
39950,1395/09/16,30,10,13
39951,1395/09/16,30,15,4
39952,1395/09/16,30,49,4
39953,1395/09/16,30,66,1
39954,1395/09/16,30,70,22
39955,1395/09/16,32,49,1
39956,1395/09/16,32,70,15
39957,1395/09/16,37,66,4
39958,1395/09/16,37,70,17
39959,1395/09/16,39,70,1
39960,1395/09/16,42,10,1
39961,1395/09/16,42,15,1
39962,1395/09/16,42,49,1
39963,1395/09/16,42,70,12
39964,1395/09/16,45,15,1
39965,1395/09/16,45,24,1
39966,1395/09/16,45,66,2
39967,1395/09/16,45,70,26
39968,1395/09/16,49,5,2
39969,1395/09/16,49,10,4
39970,1395/09/16,49,11,4
39971,1395/09/16,49,30,4
39972,1395/09/16,49,37,2
39973,1395/09/16,49,42,1
39974,1395/09/16,49,66,8
39975,1395/09/16,49,67,2
39976,1395/09/16,49,70,71
39977,1395/09/16,49,72,2
39978,1395/09/16,49,75,14
39979,1395/09/16,49,76,5
39980,1395/09/16,53,49,1
39981,1395/09/16,53,70,24
39982,1395/09/16,56,10,1
39983,1395/09/16,56,70,15
39984,1395/09/16,58,15,1
39985,1395/09/16,58,49,2
39986,1395/09/16,58,70,5
39987,1395/09/16,59,70,1
39988,1395/09/16,61,70,2
39989,1395/09/16,62,70,5
39990,1395/09/16,63,66,1
39991,1395/09/16,65,70,2
39992,1395/09/16,66,3,3
39993,1395/09/16,66,10,19
39994,1395/09/16,66,15,8
39995,1395/09/16,66,30,3
39996,1395/09/16,66,42,2
39997,1395/09/16,66,49,1
39998,1395/09/16,66,63,1
39999,1395/09/16,66,67,4
40000,1395/09/16,66,70,104
40001,1395/09/16,66,75,1
40002,1395/09/16,67,10,3
40003,1395/09/16,67,15,1
40004,1395/09/16,67,49,4
40005,1395/09/16,67,66,2
40006,1395/09/16,67,70,74
40007,1395/09/16,70,3,13
40008,1395/09/16,70,6,12
40009,1395/09/16,70,8,1
40010,1395/09/16,70,10,113
40011,1395/09/16,70,11,30
40012,1395/09/16,70,14,1
40013,1395/09/16,70,15,46
40014,1395/09/16,70,16,8
40015,1395/09/16,70,17,2
40016,1395/09/16,70,20,16
40017,1395/09/16,70,22,16
40018,1395/09/16,70,23,2
40019,1395/09/16,70,24,11
40020,1395/09/16,70,30,31
40021,1395/09/16,70,32,13
40022,1395/09/16,70,37,14
40023,1395/09/16,70,39,2
40024,1395/09/16,70,42,10
40025,1395/09/16,70,45,23
40026,1395/09/16,70,49,60
40027,1395/09/16,70,53,29
40028,1395/09/16,70,56,8
40029,1395/09/16,70,58,12
40030,1395/09/16,70,61,2
40031,1395/09/16,70,62,12
40032,1395/09/16,70,63,2
40033,1395/09/16,70,65,2
40034,1395/09/16,70,66,95
40035,1395/09/16,70,67,82
40036,1395/09/16,70,72,5
40037,1395/09/16,70,74,2
40038,1395/09/16,70,75,22
40039,1395/09/16,70,76,9
40040,1395/09/16,72,70,5
40041,1395/09/16,74,70,2
40042,1395/09/16,75,22,1
40043,1395/09/16,75,49,15
40044,1395/09/16,75,66,1
40045,1395/09/16,75,70,15
40046,1395/09/16,76,15,2
40047,1395/09/16,76,49,2
40048,1395/09/16,76,70,5
40049,1395/09/16,10,49,1
40050,1395/09/16,10,63,1
40051,1395/09/16,10,70,1
40052,1395/09/16,11,70,2
40053,1395/09/16,15,63,2
40054,1395/09/16,22,70,1
40055,1395/09/16,3,30,1
40056,1395/09/16,30,70,1
40057,1395/09/16,37,42,2
40058,1395/09/16,45,49,1
40059,1395/09/16,45,70,1
40060,1395/09/16,49,5,1
40061,1395/09/16,49,66,1
40062,1395/09/16,49,70,4
40063,1395/09/16,49,75,1
40064,1395/09/16,5,49,1
40065,1395/09/16,56,70,1
40066,1395/09/16,6,70,1
40067,1395/09/16,66,67,1
40068,1395/09/16,66,70,4
40069,1395/09/16,67,10,1
40070,1395/09/16,67,70,6
40071,1395/09/16,70,10,6
40072,1395/09/16,70,11,1
40073,1395/09/16,70,14,1
40074,1395/09/16,70,15,2
40075,1395/09/16,70,16,3
40076,1395/09/16,70,20,1
40077,1395/09/16,70,24,2
40078,1395/09/16,70,32,1
40079,1395/09/16,70,37,2
40080,1395/09/16,70,45,2
40081,1395/09/16,70,47,1
40082,1395/09/16,70,53,1
40083,1395/09/16,70,61,2
40084,1395/09/16,70,67,3
40085,1395/09/16,70,75,1
40086,1395/09/16,70,76,1
40087,1395/09/16,72,70,1
40088,1395/09/16,75,49,1
40089,1395/09/17,3,10,1
40090,1395/09/17,3,15,2
40091,1395/09/17,3,30,5
40092,1395/09/17,3,49,4
40093,1395/09/17,3,66,3
40094,1395/09/17,3,70,18
40095,1395/09/17,5,49,1
40096,1395/09/17,5,70,1
40097,1395/09/17,6,70,11
40098,1395/09/17,8,70,2
40099,1395/09/17,10,11,4
40100,1395/09/17,10,15,1
40101,1395/09/17,10,30,12
40102,1395/09/17,10,42,2
40103,1395/09/17,10,49,3
40104,1395/09/17,10,58,2
40105,1395/09/17,10,63,1
40106,1395/09/17,10,66,9
40107,1395/09/17,10,67,2
40108,1395/09/17,10,70,119
40109,1395/09/17,11,10,4
40110,1395/09/17,11,49,3
40111,1395/09/17,11,70,29
40112,1395/09/17,13,70,1
40113,1395/09/17,14,70,1
40114,1395/09/17,15,3,1
40115,1395/09/17,15,10,1
40116,1395/09/17,15,11,1
40117,1395/09/17,15,30,2
40118,1395/09/17,15,42,1
40119,1395/09/17,15,45,1
40120,1395/09/17,15,49,3
40121,1395/09/17,15,58,1
40122,1395/09/17,15,66,7
40123,1395/09/17,15,67,5
40124,1395/09/17,15,70,44
40125,1395/09/17,16,30,2
40126,1395/09/17,16,70,14
40127,1395/09/17,20,70,7
40128,1395/09/17,22,49,2
40129,1395/09/17,22,70,12
40130,1395/09/17,22,75,1
40131,1395/09/17,24,45,2
40132,1395/09/17,24,66,1
40133,1395/09/17,24,70,9
40134,1395/09/17,30,10,14
40135,1395/09/17,30,15,5
40136,1395/09/17,30,16,2
40137,1395/09/17,30,24,3
40138,1395/09/17,30,49,10
40139,1395/09/17,30,67,2
40140,1395/09/17,30,70,10
40141,1395/09/17,32,49,1
40142,1395/09/17,32,70,15
40143,1395/09/17,37,42,1
40144,1395/09/17,37,49,5
40145,1395/09/17,37,70,17
40146,1395/09/17,42,10,1
40147,1395/09/17,42,15,1
40148,1395/09/17,42,30,1
40149,1395/09/17,42,37,3
40150,1395/09/17,42,66,3
40151,1395/09/17,42,70,5
